COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,CONTRACT_NAME
47516265188,"CANNULA, FOR IV SETS",N037  17g x 3 mL Syringe BD Blunt Plastic Cannula BECTON DICKINSON  Item Number 303346,medical supplies-emergency patient care for stock replenishm
46537600001,Laryngoscope Blade Metal. Disposable. Single Use.,,Intubrite Blades
47521315197,N040.13   45mm LD Needle set. EZIO Large Adult Needle (5/box,EZ-IO 45mm Needle Set (Box of 5)Vidacare Part No. 9079-VC-005,EZ-IO supplies-emergency patient care for stock replenishmen
345,FIRST AID AND SAFETY EQUIPMENT AND SUPPLIES,BuyBoard Contract 610-20    qty 20 BRAUN  IR THERMOMETER,BRAUN  IR THERMOMETER
4758562,"THERMOMETERS, ELECTRONIC","""TGU01-04-003-TT GEO ULTRA SU - 30 DAY    TGUX01-12-003-TT GEO ULTRA EXT SU - 90 DAY    This is a One-Time Sole Source Request for Sensitech Temperature Management System.     Quote# 57294""",Sensitech Temperature Management System
47516265166,N01124ga. X 3/4 in PROTECTIV PLUS Safety Catheter  Medex,,acetaminophen tablets and 24g catheter for stock
47587751026,Oral Airway  Hudson RCI 1166  Size 11    Latex Free,A026  Oral Airway. Size 11.0 (110 mm) CATH-GUIDE. Guedel-style. Latex Free. Single use. Non-sterile HUDSON RCI  Item Number 1166,medical supplies -emergency patient care for stock
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT","D055      Thermometer, Digital. For Oral, Rectal or underarm application.  Specifications: Measurement range: 89.6 degree F to 111.2 degree F. Operating Temperature: 50.0 degrees F - 104 degrees F. Acurracy: +/- 0.2 degree F between 95.9 degress and 107.6 degrees. Meets ASTM Standard E 1112.  Liquid Crystal Display. Battery LR41 or equivalent and Battery Life:  Approx 24 months. Alarm over 99.5 degrees F. Latex free. Sixty second readings feature.  Features 60-second readout. Waterproof. Peak temperature tone, memory and fever alarm. Fahrenheit/Celsius switchable. Includes: Storage case . 5 probe covers. Instructions. One-year limited warranty. Dimensions:  Mabis Healthcare Part Number 92-691-000 or buyer approved equivalent.  # MABIS-691-000",medical supplies
27001205100,M032.01     Midazolam (Versed)  5mg/ml. 1ml Single Dose Carp,M032.01     Midazolam (Versed)  5mg/ml. 1ml Single Dose Carpuject.  Hospira NDC Number 00409230760 .,valium
3778,"Souvenirs: Promotional, Advertising, etc.","Health Promotional Items:  Digital Thermometers (1000) $1.80/$1,800  Hand Sanitizer Gel (1000) $.93/$930  Magnets (1000) $.761/$761    Overfun charge $38.05  Total Cost $3,491",Health Promotional Items
46537620001,Laryngoscope Blade.  Metal. Disposable. Single Use. MILLER,,Laryng blades
4659351,"INSTRUMENTS, SURGICAL - O.R. GRADE",Product Code: BH959R,Surgical Kits
47521315192,N040.11     EZ-IO PD-IO Needle Sets VidaCare Corporation #VI,"9018 - EZ-IO 15mm Needle Sets (Pink) (5 needle sets, 5 EZ-Connects, 5 wrist bands)  N040.11  EZ-IO PD-IO Needle Set. FOR 3-39 KG PATIENT. One Set includes 1 EZ-IO PD 15G  Intraosseous Needle set (Part Number 9018), 1 each EZ-IO Connect (Part Number 9013); 1 each EZ-IO Wristband (Part Number 9012). Latex Free  Packaged  and sold 5 each per Box. VidaCare Corporation Part Number 9018??A???A???A???A???A???A???A???A",EZ-IO supplies
46511684076,"D076 NIBP cuff, Infant, reusable","Welch Allyn REUSE-07-2MQ Infant, 2-tube, Twist Lock Connector Model REUSE-07-2MQ",ZOLL LP 12 supplies
46537680001,Laryngoscope Handle.  Standard Medium. Reuseable. Stainless,,Laryng blades
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",25 packs,8.4% Sodium Bicarbonate 50ml prefilled syringe
47587751028,Nasopharyngeal Airway  Sherwood # 247031 Size 28 fr.  Latex,A028 Nasopharyngeal Airway 28 French TYCO HEALTHCARE (COVIDIEN) 888247031,medical supplies
47516265160,"N005 16ga. X 1.25"" PROTECTIV PLUS Safety Catheter  Medex","N005   PROTECTIV PLUS Safety I. V. Catheters Size: 16G x 1 1/4"" Gray       SMITHS MEDICAL   Item Number 3062",MEDICAL SUPPLIES
15574,"Sheds, Storage",Rental/Purchase of Storage Containers   Mobile Mini / Monthly Rental / Dove Springs /CS25TZJ0084 / Con.#108015253 / 10/01/14 - 03/31/15,Mobile Mini / Monthly Rental / Dove Springs /CS25TZJ0084
15574,"Sheds, Storage","Rental/Purchase of Storage Containers   PR57-RENTAL OF STORAGE CONTAINER (ST28-FACILITIES)    1.  RENTAL FOR 40' STANDARD TRI CAM CONTAINER, 1 EA, QTY:  3 MONTH RENTAL @ $143.80/MONTH    3.  PICKUP:  1 LOT CHARGE @ $140.00    REF QUOTE # 0000672726 DATED 08/22/2018 PER DAVID JOBE    ***DELIVERY DATE:  FIRST WEEK OF SEPTEMBER 03 - 07, 2018.  DELIVER TO FIRE STATION# 28:  2410 WEST PALMER LANE, AUSTIN, TEXAS  78727    ***REQUEST 72 HR PRE DELIVERY NOTICE:  512-974-0113 (OFFICE)  512-694-7754 (MOBILE, RALPH VILLELA)  512-740-1930 (MOBILE, MARC SAENZ)      *5/1/19 - Container moved to Station 31",PR57-RENTAL OF STORAGE CONTAINER (ST28-FACILITIES)
10021,Freight and Cargo Containers (Shipping) (See Class,RENTAL OF STORAGE CONTAINERS FOR VARIOUS PARD LOCATIONS  Turner Roberts Rec Ctr / Monthly Rental of $72.50 / SN: JS20UZI0014 / Contract #108017117 / 05/26/14-06/22/14,Mobile Mini / Monthly Rental / Turner Roberts Rec. Cent
15574,"Sheds, Storage",Rental/Purchase of Storage Containers   Mobile Mini / Monthly Rental / Dove Springs SN: CS25IXK011,Mobile Mini / Monthly Rental / Dove Springs SN: CS25IXK011
705748,"TRUCK, PUMPER, CUSTOM CAB, DIE",Fire - 3574    HGAC FS12-19,FY22-Metro Fire
6575,Refuse/Garbage Collection Bodies and Parts,,PTO Pump 8430-9311-0028   PA12 Stock
700630,"SEDAN, POLICE PATROL","APD 0414,0420, 0421   BuyBoard 521-16",110 FY18 SILSBEE FORD- CUYLER DODSON
7047,"Trucks, Cab and Chassis Only","2012 Ford F250 Reg Cab Pickup, Fleet Svcs Unit 5287806096",FY12 Light Duty Package #5
6534,Fire Protection and Crash Rescue Bodies,,Fire Protection & Crash equipment for EMS
7047,"Trucks, Cab and Chassis Only","Int'l 7400 4x2 Chassis w/Water Construction Svc Body, AWU Unit 5287805062, HGAC HT11-09, F11",International Cab & Chassis with Assorted Bodies
6022,Body and Frame Parts (Not Otherwise Classified),,hi way equipment / 03j367 misc body parts
704883,"TRUCKS, UTILITY, 4 X 4, POLICE SPECIAL PACKAGE","APD 0589, 0588  NJPA 051717-PSI",FY 2018 - Polaris Sales - Government
7092,"Vans, Cargo",PARD UNIT 4409      BuyBoard #601-19,FY 24 SILSBEE FORD
6575,Refuse/Garbage Collection Bodies and Parts,,22G990 Pak-Mor Sweep Cylinders W/Freight
7092,"Vans, Cargo",Library 5287806674,"Cargo Box Van 16"" Box Low cab-forward truck chassis 2-3 pass"
6575,Refuse/Garbage Collection Bodies and Parts,Unit 06G033,"Equipment Southwest, Inc"
6534,Fire Protection and Crash Rescue Bodies,,OEM Parts for Spartan Cab & Chassis
700300,Ambulances and Rescue Vehicles,"EMS - 2285, 2288  HGAC AM10-18",FY20 - Siddons-Martin
6575,Refuse/Garbage Collection Bodies and Parts,Triple Hose Carrier (Sliding Rail Bracket for Hoses at Front of Body) For Unit 22G976,Fox Truck World
6575,Refuse/Garbage Collection Bodies and Parts,"ARR  6796-6804,6806-6809",HEIL OF TEXAS FY 2013 HVY DUTY PKG
61539,"File Dividers, Labels, Tabs, etc.","TB Medical File Folders, STD Medical File Folders, X-Ray Manila Pockets, X-ray Mailing Envelopes, Year Labels, and File Back Chart Dividers    Green Year Labels   IR HHS 12451",IR HHS 12451
61539,"File Dividers, Labels, Tabs, etc.",Personnel Folder #1 - 500  Worker Comp Folder #2 - 200  Medical Record Folder #3 - 200  Administration Folder #4 - 50,Pressboard File Folders
31048113002,ENVELOPE UCS10-24 WHITE/BL INK W/O ADDRESS 2500/CS,,AE envelopes delivered to Austin Warehouse
801031,"CARDS, IDENTIFICATION (I.D.), PRINTER OR STRAIGHT",ORD-22807,print badges for authorization facility access
20772,"Printer Accessories and Supplies: Chemicals, Forms",15557-plotter item #2163915,15557-Darrell Richmond- Replacement plotter/Scanner
47549,"Instructional Aids and Training Programs, Medical","item 90-1806 ACLS course completion cards 3 card sheet, pk 24",CPR supplies
31048102001,ENVELOPE PETTY CASH TICKET 20/PKG,,envelopes for petty cash
377800,"Souvenirs: Promotional, Advertising, etc.","Item# 09-11 Dark Blue #100 Linen Stock Certificate Covers Printed in Sliver Foil on Front.  Qty. 250 ea. @ 1.99, Total $497.50    Please ship ti the attention of Rae Ann Martinez",Linen Stock Certificate Covers
15574,"Sheds, Storage",Rental/Purchase of Storage Containers   20' Deluxe Doors/ Model:20ZI20539 Rental - $75.00/month  40' Standard TRI Door/ Model:40ZS93974 Rental -$118.00/month  (No PR)  AFD Maintenance Dept.,Shipping Containers for Supplies & Equipment - AFD Maintenan
34564,"Head, Ear, Eye and Face Protection",Prescription Safety Glasses for Frankie Casarez,RX Safety Glasses for F. Casarez and D. Cardenas
12025,"Bridges, Passenger Loading",5 each Lens Red 400HZ CA Deployed #4142264 @9.50 = $47.50,Passenger Boarding Bridge parts  MAX PO# 3555 PR # 1883
3456445,"GLASSES, SAFETY",Prescription Safety Eyeglass for Gerardo Castorena at Hornsby  .  .  .  Please send invoice(s) to AWHornsbyAP@austintexas.gov,Prescription Safety Eyeglass for Gerardo Castorena
3456445,"GLASSES, SAFETY","PRESCRIPTION SAFETY GLASSES, ESTANISLAO MALDONADO",PRESCRIPTION SAFETY GLASSES
34564,"Head, Ear, Eye and Face Protection","Safety Glasses for Terrance McDonald, Invoice no. 5044390 and 5044392; Buyer: Karen Williams",Safety Glasses for Terrance McDonald
34564450003,"GLASSES SAFETY BLACK/GRAY FRAME CLEAR LENS, ANTI/FOG",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____,msc material for awgbsc
34564,"Head, Ear, Eye and Face Protection",prescription eyewear-Darrell Hutchinson,prescription eyewear-Darrell Hutchinson
67009101001,SCREEN URINAL PLASTIC,,Janitorial Supplies  MAX PO# 1975
7451413,"ASPHALTIC CONCRETE PAVEMENT, HOT MIX-COLD LAID, IN","Zone 1 delivery,Burnet Rd/Braker Ln, 3 loads Cold Mix,NSC 05/31/11 WR","Cold Mix,johnsonj"
5503648,THERMOPLASTIC PAVEMENT MARKING MATERIAL,QUANTITY - FORTY-THREE THOUSAND TWO-HUNDRED LBS.  $0.42 / LB  ---  Contact info can be found below. Please call 24 hrs in advance of delivery.  Loading/unloading hours are 7am-2pm Mon.- Fri.  Esteban Gongora 512-229-8188  Stephen Burnham 512-694-0805,Type 2 Glass Beads
5503648,THERMOPLASTIC PAVEMENT MARKING MATERIAL,"43,200 (FORTY-THREE THOUSAND, TWO HUNDRED) LBS.  ----  Type II Glass Beads  Loading/unloading hours are 7am-2pm Mon.- Fri.  Esteban Gongora 512-229-8188  Stephen Burnham 512-694-0805",Type II Glass Beads
7451413,"ASPHALTIC CONCRETE PAVEMENT, HOT MIX-COLD LAID, IN",Zone 2 delivery Need 3 lds of cold mix to GBSC,cold mix...rgarza
7451413,"ASPHALTIC CONCRETE PAVEMENT, HOT MIX-COLD LAID, IN",Zone 2 delivery...2 loads (50 tons) of cold mix...NSC...beckera,cold mix...nsc...beckera
74502,"Asphalt, AC (Asphalt/Cement)",April 2019 BALLARD'S ASPHALT & CONCRETE WO87821 SANC Project,April 2019 BALLARD'S ASPHALT & CONCRETE WO87821 SANC
7451413,"ASPHALTIC CONCRETE PAVEMENT, HOT MIX-COLD LAID, IN",Zone 2 delivery... 4 loads of cold mix...nsc,cold mix...beckera
19200,"CLEANING COMPOSITIONS, DETERGENTS, SOLVENTS, AND S",This product shall be provided in accordance with the TPASS Term contract 192-A1 price list. expiration 4-20-13,"Asphalt Cleaner, 55 gal drum - PWD, Street & Bridge"
7451413,"ASPHALTIC CONCRETE PAVEMENT, HOT MIX-COLD LAID, IN",80 TONS COLD MIX - NSC,80 TONS COLD MIX - NSC
74514,"Asphaltic Concrete, Cold Laid",4 loads of cold mix - JJ.,4 loads of cold mix - JJ.
7451413,"ASPHALTIC CONCRETE PAVEMENT, HOT MIX-COLD LAID, IN",For Pick-up only   4 loads of cold mix...esc (Dover Place and Water and Wastewater House Connection),cold mix
7451413,"ASPHALTIC CONCRETE PAVEMENT, HOT MIX-COLD LAID, IN",Zone 1 delivery Need cold mix for North Service Center,cold mix....garzar
7451413,"ASPHALTIC CONCRETE PAVEMENT, HOT MIX-COLD LAID, IN",Cold Mix NSC - 1018 President's Day 2021 Winter Storm,Cold Mix - 1018 President's Day 2021 Winter Storm NSC
7451413,"ASPHALTIC CONCRETE PAVEMENT, HOT MIX-COLD LAID, IN","Zone 1 delivery,NSC Braker/Burnet 4 loads Cold MIx 09/27/12 EW","Cold Mix,johnsonj"
39330570001,BEVERAGE ELECTROLYTE REPLACEMENT MIX SUGARFREE FRUIT,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 4/27/2018,Grainger material for AWGBSC
39330570010,BEVERAGE ELECTROLYTE GATORADE POWDER STICK FRUIT PUNCH,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE_______,material needed at awgbsc
39330574008,BEVERAGES W/ELECTROLYTE RIPTIDE RUSH GATORADE,RC LN_____ QTY DEL______ P/F______ B/O______ DEL DATE___________,material needed at wbsc
39330574007,BEVERAGES W/ELECTROLYTE ORANGE GATORADE/POWERADE,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Grainger keep stock order for Glen Bell warehouse
39330570010,BEVERAGE ELECTROLYTE GATORADE POWDER STICK FRUIT,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Materials needed at Webberville warehouse
39330574007,BEVERAGES W/ELECTROLYTE ORANGE GATORADE/POWERADE,RC LN______QTY DEL______P/F____B/O_____DEL DATE_________,material needed at awwbsc
39330574006,BEVERAGES W/ELECTROLYTE FRUIT PUNCH GATORADE/POWERADE,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE________,material needed at awgbsc
39330570012,BEVERAGE ELECTROLYTE GATORADE POWDER STICK LEMONLIME,RC LN_____ QTY DEL_____ P/F_____ B/O______   DEL DATE______,Grainger materials order for Glen Bell warehouse
39330574007,BEVERAGES W/ELECTROLYTE ORANGE GATORADE/POWERADE,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 4/18/2018,Grainger material for Webberville warehouse
39330574008,BEVERAGES W/ELECTROLYTE RIPTIDE RUSH GATORADE,RC LN_____ QTY DEL_______ P/F_____ B/O_____DEL DATE_____,MSC material for AWWBSC
39330,"Beverages, Thirst Quenching, w/Electrolyte",,gatorade
39330574005,BEVERAGES /ELCTROLYTE LEMONLIME GATORADE/POWERADE,,material needed at awgbsc
39330570001,BEVERAGE ELECTROLYTE REPLACEMENT MIX SUGARFREE FRUIT,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,MATERIAL NEEDED AT WBSC
6352062,"RAGS, TACK",PR# 966  ORDER QUOTE#14306  25# BAG OF RAGS #6143-C  ATTN: REGGIE WILLIAMS,25# BOX OF RAGS
2858152,"LOCATORS, UNDERGROUND CABLE PATH AND FAULT","Radiodetection RD7100 DL Receiver. Utility    Compass, Auto Depths & Sonde Freqs.. 3 Year  Warranty. Free Training & Free Loaners During  Repairs.",Radiodetection RD7100 DL Receiver.
28561,"Meters, Indicating and Recording of Power Consumpt",,December 2021 AL to AX Project Meter Order
6037,Electrical Parts (Not Ignition),repair wiring & shorted out ECM,ECM
89064,Sewer Inspection Equipment,(1) HD341 Cable Assy DUC Test Cable,Est#1030796 for repair parts
30548,"Field Books, Engineers'",2015 NFPA 70E HANDBOOK  ELECTRICAL,2015 NFPA STANDARD ELECTRICAL BOOKS AND HANDBOOK
30560,"Measuring Equipment: Chains, Maps, Optical Tapes,",Playground Safety Labels,Safety Play Inc / safety labels
6036,"Electrical Accessories: Alternators, Ammeters, Coi","Meter Seals, grey, with insert per RFQ DNJ0737.  Contact William Kelly at 512.972.7421 for numbering sequence",Meter seals
28561,"Meters, Indicating and Recording of Power Consumpt",,September 2022 Meter Order
20789,Testing Equipment for Computers and Related Equipm,342681 MULTIMETER,TESSCO $2385.68  SEE ATTACHED
73054,"Measuring Instruments, Analog and Digital (For Cap","SENSOR, Ultrasonic - Analog, 4-Wire, 4-20mA, 15-24VDC  Catalog # 70380333  Model #XX930A3A2M12",Sensors for Warehouse Stock
7578,"Testers: Engine Analysis, Headlight, Ignition, Tim",,Diagnostic Software and Diagnostic Tools
2853084,"TESTERS, ELECTRICAL EQUIPMENT, HIGH ANSI RATED",,Hi-Pot Test Set
28030,"Control Cables and Wires, Solid and Stranded, Sing",10 Ft. Cable to interface an SPS Box Secondary Current Injection Test Set to a SEL 651R Recloser Control. Cable will need to connect to a 32 Pin Mil Spec Connector that is the interface to the SEL 651R Control.,Interface Cables for Test Set for DMS Lab
28561,"Meters, Indicating and Recording of Power Consumpt",,October 2023 Meter Order R2
28561,"Meters, Indicating and Recording of Power Consumpt",Darralyn 512.505.7293 Buyer  Land line type meters per bidded specs RFQDNJ0213 commodity line 1,Electric Meters
49090,Testing Instruments (Not Otherwise Classified),Mfr. Part #: LRAT-1000,Handheld Wireless & Networking Scanners -event service
89030400001,CLEAN OUT FRAME AND COVER TRAFFIC BEARING,RC LN___ QTY DEL____ P/F____ B/O____ DEL DATE______,material needed at awwbsc
3354143,"FERTILIZER, GOLF COURSE FAIRWAY AND GREEN","Purchase of fertilizer, fungicides, and pesticides to be used by the Golf Division of The Parks and Recreation Department for golf course turf management .  Estimated amount not to exceed $200,000.00 for 12 month period, with one 12-month extension option in an amount not to exceed $200,000.00 for a total estimated contract amount not to exceed $400,000.00.    Herbicide",herbicide
44500,"HAND TOOLS (POWERED AND NON-POWERED), ACCESSORIES",PR 2019-0785 Safety Harness for bucket trucks; tools for sig  QTY:3  COST: $5.46,PR 2019-0785 Safety Harness for bucket trucks; tools for sig
3354143,"FERTILIZER, GOLF COURSE FAIRWAY AND GREEN","Purchase of fertilizer, fungicides, and pesticides to be used by the Golf Division of The Parks and Recreation Department for golf course turf management .  Estimated amount not to exceed $200,000.00 for 12 month period, with one 12-month extension option in an amount not to exceed $200,000.00 for a total estimated contract amount not to exceed $400,000.00.    Liquid Fertilizer, granular fertilizer and fungicide",Liquid Fertilizer
34056100001,HOSE FIRE 1-1/2 IN DBL JACKET,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material needed at awwbsc
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT",ProCard: Replacement/Repair parts for conveyor belt: FY20,ProCard: Replacement/Repair parts for conveyor belt: FY20
11082,"V-Belts, Industrial",,Industrial Belts  MAX PO# 3652
46030101001,HOSE GARDEN 3/4 IN 75 FT LONG,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material for Webberville Storeroom
46030,"Garden (Water) Hose, Plastic and Rubber (Including",,LOWES/OIL/HOSE/NOZZLE/CONCRETE/FISCHER
11033,"Flat Belts, Automotive and Lawn Mower (Serpentine)",Quote # 509685927    Catalog # 1700H150,"BELT, TIMING"
46030101001,HOSE GARDEN 3/4 IN 75 FT LONG,RC LN_____ QTY DEL______ P/F_____ B/O______ DEL DATE____________,material needed at wbsc
11000,"BELTS AND BELTING: CONVEYOR, ELEVATOR, POWER TRANS",Conveyor Belt # HABASIT-NSL-10ELBV11,Conveyor Belt  MAX PO# 4591 PR # 2655
11000,"BELTS AND BELTING: CONVEYOR, ELEVATOR, POWER TRANS",Freight,"Conveyor Belt, HSD Paddle  MAX PO# 2993 PR # 1509"
1102249,"BELTS, CONVEYOR AND ELEVATOR, NEOPRENE","Habasit Conveyor Belt # NSL-10ELBV11-PVV-13W  38.5"" Width with End Guides",Habasit Conveyor Belt for ABIA Stock MAX PO# 12029 PR#9771
6060,"Hose and Hose Fittings: Brake, Heater, Radiator, V",,AMERICAN BOLT
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT",3 EA Belt PN# B4938N9645HC/12/140PG @1593.00 = $4779.00  3 ea Expedite Fee @200.00 = $600.00  Freight = $654.94,Belts PN# B4938N9645HC/12/140P  MAX PO# 2235
607108,AIR CONDITIONING AND HEATING PARTS AND ACCESSORIES,"14"" x 10' Flat Insulated Air Duct","Insulated Duct Hoses & Wire Wound Hose, MAX PO# 2065"
1102255,"PARTS AND ACCESSORIES, CONVEYOR BELT","2 EA BELT, CONVEYOR - 1244.6=49, 965.2=38, 90 HELIX,  DEG, HC 24, N96 - Catalog # B4938N9690HC/24/140 @ $3027.00 = $6054.00",Belts for Warehouse Stock
4603066,"HOSES, GARDEN, RUBBER/VINYL",,Potable Water Hose for WH Stock  MAX PO 12904 PR 10678
11000,"BELTS AND BELTING: CONVEYOR, ELEVATOR, POWER TRANS","V-BELT- 4L300, .50""W X .31""H X 30""0SL",V-Belts for ABIA Stock  MAX PO# 11552 PR# 9388
72523300004,"Cable Shielded, Gel-Filled CAT5E F/UTP",,Parts to Support AUS and Tenant Infrastructure Projects
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",UL1028 8 133 STR TNC PVC  BLK UL MTW/AWM CSA TEW BLK  600V 105C ROHS,"ANIXTER  $3,851 SEE ATTACHED"
2041362,"CABLE, COMPUTER PATCH, PLENUM OR NON-PLENUM, 22-26",MM14-PA7P-06  PANDUIT    UTPSP14BUY   CBL ASSY MOD 24-4PR STRANDED  CAT6 IP5 T568A/B 14FT   NON-INTEG BLUE   25662 - Quote #02540 - Contract #DIR-SDD-2210,Cable
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U","PANDUIT    FOVRA4X4YL          DUCT FIBER-DUCT                    4""WX4""H OUTSIDE VERT RT ANGLE      ABS YELLOW ROHS                    Availability: MF STOCK     NON CANCELABLE/NON RETURNABLE     MF STOCK",ANIXTER $7019.34 SEE ATTACHED
20468,"Peripherals, Miscellaneous: Joy Sticks, Graphic Di",30932 - quote # 3000043053087.1    Dell Networking Cable QSFP+ to QSFP+ 40GbE Passive Copper Direct Attach Cable 0.5 meter    SKU # 470-AAXB,30932 - CABLING - CTM
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",6GXL-0801-2                                             8 GXL 19 STR BC XLP                RED SAE J1128                      ROHS,"ANIXTER WIRE $2,979 SEE ATTACHED"
2061409,"CABLE, NETWORK DATA",Symmetricom 060-72010-10 Attn: Sean Wilson 512-322-6867,Timing System for SONET Network
204,COMPUTER HARDWARE AND PERIPHERALS FOR MICROCOMPUTE,Proline patch cable - 1 m - yellow,Network Equipment for New Fire Station - CTM
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",8 GXL 19 STR BC XLP  RED SAE J1128  ROHS   1000' rolls,"ANIXTER $4,912 SEE ATTACHED"
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",1569-10/105-2,Anixter $17398.00  See attached
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",1036869  Patch cords - Nature Center VoIP Migration Project,1036869  Patch cords - Nature Center VoIP Migration Project
36022,"Installation Supplies: Adhesive Edge Strip, Seam T",494357 Stripper Coax RG58/59/62/,Tessco $1117.04  see attached
8388533,"PARTS AND ACCESSORIES, TELECOMMUNICATION (PANDUIT OR EQUAL)",Yellow 16/2 Conductor Cabling,Brycomm $8469.86.  WO558457
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",UL1007/1569 16 26STR TNC PVC       WHT/GRN SPIRAL 300V 80C UL CSA     AWM TR-64 ROHS                     2 X 1000,"ANIXTER  $4,124 SEE ATTACHED"
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",PANDUIT    UTPSP30BLY          CBL ASSY MOD 24-4PR STRANDED       CAT6 IP5 T568A/B 30FT              NON-INTEG BLACK ROHS,"ANIXTER $2,162.10 SEE ATTACHED"
28029,Communications Cable,"1/2"" Plenum Air Aluminum    AL4RPV-50",Cabling and Network Services - Aviation
28595280005,Composite Camera Cable Double Braid 75 Ohm Coax,,PR 2019-0957  cable for installation of video detection came
28595280005,Composite Camera Cable Double Braid 75 Ohm Coax,,50k' Composite Double Braid Cable
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",8 GXL 19 STR BC XLP                RED SAE J1128                      ROHS                               **1X1000'**,ANIXTER $847.50   SEE ATTACHED
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",1028-8/133-2  UL1028 8 133 STR TNC PVC RED UL MTW/AWM CSA  TEW 600V 105C ROHS,"Anixter  $2,993.00 see attached"
2802940,"CABLE, COMMUNICATIONS, FOR AERIAL OR DUCT INSTALLA",Contract: TCPN Cooperative No.R4957   Proposal dated 3/3/11,Fees-install of 480 volts connection 4 mobile shooting range
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",UL1007/1569 16 26STR TNC PVC  WHT 300V 80C UL  CSA AWM TR-64 ROHS,"ANIXTER  $2,109.50 SEE ATTACHED"
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",UL1007/1569 16 26STR TNC PVC  YEL 300V 80C UL  CSA AWM TR-64 ROHS  Availability: LOCAL STOCK,ANIXTER $708.00 SEE ATTACHED
2041362,"CABLE, COMPUTER PATCH, PLENUM OR NON-PLENUM, 22-26",MM05-PA7P-04             PANDUIT    UTPSP5GRY        CBL ASSY MOD 24-4PR STRANDED    CAT6 IP5 T568A/B 5FT          NON-INTEG GREEN  24299 - Quote #01515 - Contract #DOR-TSO-2651,24299 - Cable - Library
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",150- MM05-PA6A-05  PANDUIT UTP6A5BU  CBL ASSY MOD 23-4PR stranded  CAT6A IP10 T568A/B 5FT YELLOW   TX6A 10GIG ROHS   QUOTE 09838-DIR-SDD-1463,cables and patch
2802939,"CABLE, COMMUNICATIONS, AUDIO/VIDEO",City Hall GAATN Rm add'l expenses Niagra Windows Media Encode,CityHall GAATN Rm add'l expenses Niagra Windows Media Encode
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",UL1007/1569 16 26STR TNC PVC  YEL 300V 80C UL  CSA AWM TR-64 ROHS,"ANIXTER  $2,109.50 SEE ATTACHED"
2879625,"CABLE, ELECTRONIC",WO#305526,"MC Cable, SSC SCADA, Thompson"
28796,"Wire and Cable, Electronic: Audio, Coaxial, Hook-U",1569-12/65-2  UL1569 12 65STR TNC PVC  RED CSA AWM  ROHS,ANIXTER $354.82  SE ATTACHED
6004100101,CABLES BOOSTER 4 GAUGE 25 FT LENGTH,AIW PART #1277681    RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE________,Material needed at awgbsc
34016,"Fire Alarm Systems, Power Sirens, and Controls",This equipment shall be provide in accordance with SimplexGrinnell quote submitted by Dwain Deiterman on 5/24/07. TXMAS Contract #5-03FAC010,"May 2010 - New Smoke Detector, S/C #8 - WO 115175"
34016,"Fire Alarm Systems, Power Sirens, and Controls","Inspection, maintenance, repair, and/or installation of fire alarm and fire suppression systems Citywide.",Fire alarm inspection at South 1st
34016,"Fire Alarm Systems, Power Sirens, and Controls","Inspection, maintenance, repair, and/or installation of fire alarm and fire suppression systems Citywide.","Sept. 2011 - Alarm Repair, Muni Court North"
