COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,CONTRACT_NAME,naics_code_final,comment,submission_time,naics_title_final,co2e_per_dollar_final,bea_code_final
72018,"Centrifugal Pumps, Stationary",Purchase of a 375 gpm Self Priming Centrifugal Pump per specification AWU-S204,Self Priming Centrifugal Pump & Duplex Pump System,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72013,"Cavity Pumps, Progressive",1 EACH PG0611W RADIAL GREASE SEAL AT $114 EACH,PRP Parts for Walnut Creek,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
7207340,"PUMPS, SUMP, SUBMERSIBLE",Hydromatic Pump S4H500M4-4 w/ 50 ft cord includes freight  BSD Contact: Jill Cogburn  512-974-9046,Purchase of Replacement Hydromatic Pumps for RLC,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72013,"Cavity Pumps, Progressive","Hose peristaltic pump, ring quad, o-ring for Ullrich WTP","Hose peristaltic pump, ring quad, o-ring for Ullrich WTP",333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
603558,"PUMPS, WATER, BRAND LISTED OR EQUAL","GTC200 Pipe Galve T&C 2"" 20' joints","Pump/Motor, Wiring, Etc., to replace will pump Stacy Pool",333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72013,"Cavity Pumps, Progressive","70% Discount for Catalog bid  Liberty Process Equipment Catalog -Millennium Series Price List 9/1/2017, RETAINING RING, AH0085L, 8 EA, $8.00 EA",CAVITY PUMP PARTS,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
7201851,"PARTS, CENTRIFUGAL PUMP, STATIONARY (MISC.)","Hex head cap screw; PN B1207, material code 15991.",repair parts,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72064,"Sewage and Sludge Pumps, Submersible",FLYGT MODEL MP-3069,SUBMERSIBLE PUMPS - LS164 - XYLEM,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
7207340,"PUMPS, SUMP, SUBMERSIBLE",as per quote LT16002.,aurora sump pump for WCWWTP,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72000,PUMPING EQUIPMENT AND ACCESSORIES,"Frame Bearing (CCN88377743) #8H GRS.50NPT/RTD's, Horinozontal Pump Type :24MN30, FRH8H, Serial # 0302MS002207",Bearing and Pump Shaft at SAR,333914,,9/26/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72055161001,PUMP METER PIT 36 INCH LONG WITH 6 FOOT HOSE,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE_______,material needed at awgbsc,238220,,9/25/24,"Plumbing, Heating, and Air-Conditioning Contractors",0.245,"230302,2334A0,2332A0,233230,233210,230301,2332D0,233411,233412,233240,233262"
7206755,"SLUDGE PUMP, 4"", TRAILER MOUNT",WPD 0907  BUYBOARD CONTRACT #521-16,FY19 Central TX Equipment,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
81540,Mechanical Pump and Shaft Seals,,Rota Serv freight.    CT aw120210057,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72000,PUMPING EQUIPMENT AND ACCESSORIES,Part#3937-1 Impeller Collet,Spare Parts for WEMCO 4x11CE Pump for SAR,333914,,9/26/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72013,"Cavity Pumps, Progressive",Roto Pump # XRYJ4512520AF.  As per Quote #LT17026,rotors and stators,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72073,"Sump Pumps, Submersible and Non-Submersible",Armstrong Model 5240 2D Column Simplex Sump Pump,sump pump for Ullrich,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72073102001,PUMP SUMP SUBMERSIBLE 1/3 HP 1-1/2 IN DISCHARGE,RC LN____ QTY DEL______ P/F____ B/O_____ DEL DATE_____,material needed at awgbsc,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72073,"Sump Pumps, Submersible and Non-Submersible",Pump rebuild at Walnut Creek,Pump rebuild at Walnut Creek,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72073102001,PUMP SUMP SUBMERSIBLE 1/3 HP 1-1/2 IN DISCHARGE,RC LN___  QTY DEL___ P/F___ B/O____ DEL DATE______,material needed at awgbsc,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72000,PUMPING EQUIPMENT AND ACCESSORIES,Part Number: 4011025001    SHAFT QUILL R7/8-210TY SUBMERS,Hayward Gordon pump parts,333914,,9/26/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
72013,"Cavity Pumps, Progressive",as per quote LT16003.,Sew Eurodrive Gearbox for Ullrich WTP,333914,,9/25/24,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",0.202,33391A
2857150,"MOTORS, ELECTRIC (MISC)",Seal Bearing Materials-Gasket,Inspection and replacement of parts,335312,,9/25/24,Motor and Generator Manufacturing,0.229,335312
28537,"Generators, Portable, Engine Driven",,Repair Wiring Harness on #469,335312,,9/25/24,Motor and Generator Manufacturing,0.229,335312
34060106001,HYD PART KENNEDY GUARDIAN 5-1/4 REPAIR KIT K81A,RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE______,material needed at awgbsc,811310,,9/25/24,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,0.14,811300
89007,"Centrifuges, Water Treatment",*REPAIR PISTON PUMP SERIAL# 7760262  *SHIP FROM R&C TO CITY OF AUSTIN (ULLRICH),RPM SERVICES - ULLRICH - PISTON PUMP REPAIR - DECEMBER 2023,333999,,9/25/24,All Other Miscellaneous General Purpose Machinery Manufacturing,0.26,33399A
2853740,"GENERATOR, GAS POWERED, INDUSTRIAL DUTY",Service & Maintenance Agreement for the Engine Generator at the Hornsby Bend Plant,august monthly charge,335312,,9/25/24,Motor and Generator Manufacturing,0.229,335312
10057,Repair Supplies and Equipment for all Types of Con,"1 Repair, Maintenance and Cleaning Plotter",Repair for Plotter Maint & Cleaning,811310,,9/25/24,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,0.14,811300
28760,"Repair Equipment, Electronic: Cleaning, Desolderin",Outside repair and shop parts for repair of T66 camera tractor,Repair and Shop parts for T66 camera tractor,811211,,9/25/24,Consumer Electronics Repair and Maintenance,0.09,811200
7503551,STONE RIP RAP,"507 tons @ $29.14 per ton.  24"" to 36"" rip rap for PARD, Roy G Guerrero.","12"" to 24"" and 24"" to 36"" rip rap for PARD, Roy G Guerrero.",212312,,9/25/24,Crushed and Broken Limestone Mining and Quarrying,0.323,212310
7505665,RIVER ROCK,"1"" River Rock-Contractors site pick up, deliver to GB, ESC  and NSC --Oct TLSC",River Rock for TLSC,212321,,9/26/24,Construction Sand and Gravel Mining,0.692,2123A0
7505665,RIVER ROCK,"1"" River Rock - Pick up at Contractor Site  100 TONS ROCK ORDERED 4/10/23",100 TONS ROCK ORDERED 4/10/23,212321,,9/26/24,Construction Sand and Gravel Mining,0.692,2123A0
7505665,RIVER ROCK,"1"" River Rock-Contractors site pick up, deliver to GB, ESC  and NSC --Nov TLSC",River Rock for TLSC,212321,,9/26/24,Construction Sand and Gravel Mining,0.692,2123A0
13550,"Stone, Building (Except Marble)","Item # 11 on bid sheet, qty of 100 boulders, ordered by Andrew Clamann, delivery to be made to Emma Long Park, near the boat ramps.",100 Boulders for Andrew Clamann; item 11.,327991,,9/25/24,Cut Stone and Stone Product Manufacturing,0.296,327991
55762,"Signage, Advertising Type (Interior and Exterior)",,VINYL JACKET COVER FOR STEEL  BARRIERS,339950,,9/25/24,Sign Manufacturing,0.32,339950
45008,"Bins, Cabinets, and Shelves, Metal (Not Office Typ",1WDV3    RC LN_____ QTY DEL______ P/F_____ B/O_____ DEL DATE__________,MATERIAL NEEDED AT WBSC  NONSTOCK SHELVING,332313,,9/25/24,Plate Work Manufacturing,0.35,332310
20084125035,JACKET WORK NAVY XL LONG,per spec psd-0027,firm order coa jacket,315210,,9/25/24,Cut and Sew Apparel Contractors,0.145,315000
89030400003,COVER CLEAN OUT  FOR TRAFFIC BEARING FRAME,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 10/15/2018,CM material for AWWBSC,332313,,9/25/24,Plate Work Manufacturing,0.35,332310
55008,"Buttons, Delineators, Reflectors, etc., Reflectori","4"" ALUMINUM CITY POST ANCHOR CUP","Signs & Markings, Delineators",326199,,9/26/24,All Other Plastics Product Manufacturing,0.403,326190
72523,"Fiber Optics Cables, Interconnecting Components, a",FOT-932-00-VFT-FP4S-90  FIPT-400-ST  FIPT-400-LC-KIT  GP-10-062,Fiber Optic Loss Test Set & Accessories,335921,,9/25/24,Fiber Optic Cable Manufacturing,0.359,335920
2879624,"CABLE, DATA PATCH, COMMUNICATION","ST-ST, 2 Foot",Single-mode Duplex Patchcords,335929,,9/25/24,Other Communication and Energy Wire Manufacturing,0.359,335920
2041362,"CABLE, COMPUTER PATCH, PLENUM OR NON-PLENUM, 22-26","Approved Active 2 meter , SFP+ to SFP+ ACTIVE OPTICAL CABLES Up to  10.5 Gbps, 100% Cisco compatible  SFP-10G-AOC2M-A  28634 - Quote #24382",Computer Hardware,334419,,9/25/24,Other Electronic Component Manufacturing,0.167,33441A
20367,"Power Supplies: Surge Protectors, Uninterruptible, ECO Certi","MM19-PA7SD-06  UTP28SP19BU  CBL ASSY MOD 28-4PR STRANDED CAT 6, SMALL DIAMETER,  19 FT NON-INTEG BLUE",Anixter cables and patch ocrds,335999,,9/25/24,All Other Miscellaneous Electrical Equipment and Component Manufacturing,0.176,335999
72523,"Fiber Optics Cables, Interconnecting Components, a",Congress & Monroe & Elizabeth Term.,Congress & Monroe & Elizabeth Term.,335921,,9/25/24,Fiber Optic Cable Manufacturing,0.359,335920
20464,"Network Components: Adapter Cards, Bridges, Connec",StarTech.com 3m Fiber Optic Cable - Multimode Duplex 50/125 - LSZH - LC/SC - network cable - 10ft  26084 - Contract #: DIR-TSO-2542 - Quote #: 218985757,Meraki WI-FI,334210,,9/25/24,Telephone Apparatus Manufacturing,0.201,334210
20464,"Network Components: Adapter Cards, Bridges, Connec",Panduit Powersum+ patch cable - 3 ft - blue,#17484-Network hardware to connect City's fiber network,334210,,9/25/24,Telephone Apparatus Manufacturing,0.201,334210
72523,"Fiber Optics Cables, Interconnecting Components, a",183 at McNiel Rd,183 at McNiel Rd,335921,,9/25/24,Fiber Optic Cable Manufacturing,0.359,335920
2803032,"CABLE, CONTROL","Fiber Optic Patch Cable Cord SM, Yellow Riser, Duplex, 3mm, LC-UPC/SC-UPC, 1MTR, 550/LC/LC-03SD",Riser,335929,,9/25/24,Other Communication and Energy Wire Manufacturing,0.359,335920
20464,"Network Components: Adapter Cards, Bridges, Connec","Jumper for internal cabling - Single Mode,  LC, 50 cm  Part number: 0051002389",New Fire Station (FS 51) - 5410 W US 290 HWY,334210,,9/25/24,Telephone Apparatus Manufacturing,0.201,334210
72523,"Fiber Optics Cables, Interconnecting Components, a",Fiber Optic Installation/MLK & Chicon.,Fiber Optic Installation/MLK & Chicon.,335921,,9/25/24,Fiber Optic Cable Manufacturing,0.359,335920
72523,"Fiber Optics Cables, Interconnecting Components, a","In support of the body camera project, CTM is upgrading old UPS at APD North.    STATE OF TEXAS DIR TSO 2675",UPS IN SUPPORT OF BODYCAM,335921,,9/25/24,Fiber Optic Cable Manufacturing,0.359,335920
75035,Crushed Stone (Includes Riprap),,"crushed Dolomite, Peralez",212319,,9/25/24,Other Crushed and Broken Stone Mining and Quarrying,0.323,212310
75035,Crushed Stone (Includes Riprap),,A328741 - 3 x 5 Rock,212319,,9/25/24,Other Crushed and Broken Stone Mining and Quarrying,0.323,212310
75035,Crushed Stone (Includes Riprap),"3""x5"" Limestone per Section 0510 - Delivered to Zone #1",rock for Walnut Creek sub,212319,,9/25/24,Other Crushed and Broken Stone Mining and Quarrying,0.323,212310
3402830,"EXTINGUISHER, FIRE, ABC MULTI-PURPOSE POWDER WITH",Harold Court: Fire Extinguisher Inspection and Services,Harold Court: Fire Extinguisher Inspection and Services,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34028,"Fire Extinguishers, Rechargers, and Parts",,AAA/North Dist/fire extinguisher,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
20454,"Microcomputers, Handheld, Laptop, and Notebook",Dell Premier Backpack 15,laptops,334111,,9/25/24,Electronic Computer Manufacturing,0.112,334111
34028,"Fire Extinguishers, Rechargers, and Parts",,AAA Fire & Safety/Overlay/recharge of fire extinguishers,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34564105003,STRAP FOR SAFETY GLASSES,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at wbsc,316998,,9/25/24,All Other Leather Good and Allied Product Manufacturing,0.256,316000
65520,"Camera Attachments: Adapter Rings, Collimators, Fi",Alliance Wireless-AWT1020T_1950.00,"Alliance Wireless-AWT-07HLCD, -1020T, -042T, 065T-4875.00",333316,,9/25/24,Photographic and Photocopying Equipment Manufacturing,0.179,333316
65520,"Camera Attachments: Adapter Rings, Collimators, Fi",AWT042T  42?Cable w.Thd Connections,"AWT  $2,560  SEE ATTACHED",333316,,9/25/24,Photographic and Photocopying Equipment Manufacturing,0.179,333316
88011,Audio Visual Equipment and Supplies (Not Otherwise,PR0011394  ARR - HR Training Room Camera Upgrades  DIR-TSO-3875    Professional Integration Services,ARR camera upgrade for the HR Training Room at the RLC campu,532490,,9/25/24,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.14,532400
65520,"Camera Attachments: Adapter Rings, Collimators, Fi",Alliance Wireless-AWT042T_200.00,"Alliance Wireless-AWT-07HLCD, -1020T, -042T, 065T-4875.00",333316,,9/25/24,Photographic and Photocopying Equipment Manufacturing,0.179,333316
84076,"Video Projectors, Accessories and Parts",1125707,1125707-Brian Miller-Projector,333316,,9/26/24,Photographic and Photocopying Equipment Manufacturing,0.179,333316
65520,"Camera Attachments: Adapter Rings, Collimators, Fi",AWT1020T  Heavy Duty Color CCD Camera,"AWT  $2,560  SEE ATTACHED",333316,,9/25/24,Photographic and Photocopying Equipment Manufacturing,0.179,333316
65500,PHOTOGRAPHIC EQUIPMENT AND SUPPLIES (NOT INCLUDING,Quote Item 3,Camera Equipment,333316,,9/25/24,Photographic and Photocopying Equipment Manufacturing,0.179,333316
65595,Video Equipment and Accessories,"Public Access Studio Equipment (5,200 LUMENS, 4K, 1DLP, LASER PROJECTOR, BLACK & HDMI 4K Audio De-Embedder/Extractor with HDMI Pass Through Port). Quote No.: A22Q7419.",Public Access Studio Equipment,334220,,9/25/24,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,0.215,334220
65515,"Camera Accessories: Batteries, Exposure Meters (Li",Solicitation CM0001138 Quote submitted by Robyn Meresman 12/09/11,Camera Equipment/ATD,335911,,9/26/24,Storage Battery Manufacturing,0.314,335911
65595,Video Equipment and Accessories,"AV EQUIPMENT - JOEL BAUMWART   PO 9543    CAMERA, 4K PTZ 30X POE, GRAY",AV EQUIPMENT PO 9543,334220,,9/25/24,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,0.215,334220
89030107003,MANHOLE EXT RING 1 1/2 FOR 24IN S S MANHOLE RING OLD STYLE,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Manhole rings for Webberville warehouse,331511,,9/25/24,Iron Foundries,0.446,331510
89030107007,MANHOLE EXT RING 1 1/2 FOR 32IN S S MANHOLE RING,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,material needed at awwbsc,331511,,9/25/24,Iron Foundries,0.446,331510
89049100001,PIPE CI PRESSURE TYTON DUCTILE 6 IN,RC LN____ QTY DEL____ P/F___ B/O____ DEL DATE_______,material needed at awgbsc,331511,,9/25/24,Iron Foundries,0.446,331510
89040,"Meter Boxes, Meter Vaults, and Valve Boxes (See 21",Blanket DO Gray Iron castings & Lids GA21*22 Core & Main CC*8340,Blanket DO Gray Iron castings & Lids GA21*22,335932,,9/25/24,Noncurrent-Carrying Wiring Device Manufacturing,0.261,335930
89049290012,TEE CI MECH JT 8 X 8 X 8 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Caps & Tees for Hartford CIP job,331511,,9/25/24,Iron Foundries,0.446,331510
89049280003,SLEEVE CI MECH JT REG 6 X 12 IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____   DELIVERY DATE SHALL BE NO LATER THAN 2/22/21,act material for awgbsc,331511,,9/25/24,Iron Foundries,0.446,331510
89050170006,ADAPTER PVC 4 IN CONCRETE X 4 IN CI,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,rubber adapters for Webberville warehouse,-2,,9/25/24,,,
89050170017,ADAPTER PVC 6 IN CI X 6 IN CI,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material needed at Glen Bell warehouse,326122,,9/25/24,Plastics Pipe and Pipe Fitting Manufacturing,0.434,326120
89049280003,SLEEVE CI MECH JT REG 6 X 12 IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 2/9/2018,CM material for Glen Bell warehouse,331511,,9/25/24,Iron Foundries,0.446,331510
67052125004,COUPLING STL REPAIR FC 6 X 12-1/2 IN TAP 2 IN CI,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,material needed at wbsc,331511,,9/26/24,Iron Foundries,0.446,331510
65985212003,TEE CI MECH JT 12IN X 12IN X 6IN SWIVEL GLAND MJ,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material needed for awwbsc,331511,,9/25/24,Iron Foundries,0.446,331510
89030,"Manholes, and Manhole Covers, Frames, Grates, Ring",,"200 lids, 50 latch kits, partial shipment 83 lids only",331511,,9/26/24,Iron Foundries,0.446,331510
89049230008,BEND CI MECH JT 45 DEG 6 IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____  DELIVERY DATE SHALL BE NO LATER THAN 5/22/20,act material for awwbsc,332996,,9/25/24,Fabricated Pipe and Pipe Fitting Manufacturing,0.365,332996
89049280003,SLEEVE CI MECH JT REG 6 X 12 IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____,sleeves for Webberville warehouse,331511,,9/25/24,Iron Foundries,0.446,331510
89030107006,MANHOLE EXT RING 1 FOR 32IN S S MANHOLE RING STANDARD,RC LN___ QTY DEL____ P/F____ B/O____ DEL DATE_______,material needed at awwbsc,331511,,9/26/24,Iron Foundries,0.446,331510
89030,"Manholes, and Manhole Covers, Frames, Grates, Ring","32"" AUSTIN MH RING & COVER.","32"" AUSTIN MH RING & COVER MARKED STORM DRAIN-JOHN",331511,,9/26/24,Iron Foundries,0.446,331510
67034100015,CLAMP CI SERVICE 8 X 2 IN DBL STRAP,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________    DELIVERY DATE SHALL BE NO LATER THAN  11/12/2019,CM material for AWWBSC,332722,,9/25/24,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0.332,332720
89030107006,MANHOLE EXT RING 1 FOR 32IN S S MANHOLE RING STANDARD,RC LN____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at awwbsc,331511,,9/26/24,Iron Foundries,0.446,331510
89049280008,SLEEVE CI MECH JT REG 14 X 12 IN,RC LN_____ QTY DEL______ P/F_____ B/O______ DEL DATE___________,material needed at wbsc,326130,,9/25/24,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",0.497,326130
67034100010,CLAMP CI SERVICE 6 X 1-1/2 IN DBL STRAP,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____  DELIVERY DATE SHALL BE NO LATER THAN 12/13/18,cm material for awgbsc,332722,,9/25/24,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0.332,332720
67015111001,"LIFTER MANHOLE COVER 36""OVERSIZE D HANDLE FORGED TIP",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________    Delivery date shall be no later than 10/13/17,Non contract material for Webberville warehouse,331511,,9/25/24,Iron Foundries,0.446,331510
89030,"Manholes, and Manhole Covers, Frames, Grates, Ring",WR108629   1516 WOODWARD (OFF SITE FEED)     MANHOLES     BETO REYES,MANHOLES,331511,,9/26/24,Iron Foundries,0.446,331510
67033140012,TEE BRASS 2 X 2 X 1-1/2 IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 7/4/2018,Fortline material for AWGBSC,332919,,9/25/24,Other Metal Valve and Pipe Fitting Manufacturing,0.24,33291A
89050170008,ADAPTER PVC 8 IN CONCRETE X 8 IN CI,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________    DELIVERY DATE SHALL BE NO LATER THAN  2/11/2019,CM material for AWWBSC,331511,,9/25/24,Iron Foundries,0.446,331510
89049250004,BEND CI OFFSET MECH JT & PLAIN END 8 X 12 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE__________,material needed at awwbsc,332996,,9/26/24,Fabricated Pipe and Pipe Fitting Manufacturing,0.365,332996
67034100010,CLAMP CI SERVICE 6 X 1-1/2 IN DBL STRAP,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,HD Supply Clamps order for Glen Bell warehouse,332722,,9/25/24,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0.332,332720
89030,"Manholes, and Manhole Covers, Frames, Grates, Ring","Inlet Lock Kit 457mm (18"")","Inlet Cover, Kits and Rings",331511,,9/26/24,Iron Foundries,0.446,331510
6582806,"PIPE, CAST IRON, PRESSURE, TYTON DUCTILE","PART # BGS150U, 6 150 # BOLT & FF GSKT SET",FERGUSONS_FOURPOINTS,331511,,9/25/24,Iron Foundries,0.446,331510
89030107005,MANHOLE EXT RING 1IN FOR 24IN S S MANHOLE RING OLD STYLE,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Manhole and Water Valve Extensions for Webberville Store,331511,,9/25/24,Iron Foundries,0.446,331510
34028105001,EXTINGUISHER FIRE TRIPLE DRY CHEMICAL 5 LB,"Ship to:  City of Austin-Fleet Services Department  Attn: Brenita Selement-Fleet Tire Shop  6301-K Harold Court  Austin, Texas 78721",Fire Extinguishers for Fleet Tire Shop(10),339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34028105001,EXTINGUISHER FIRE TRIPLE DRY CHEMICAL 5 LB,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________    DELIVERY DATE SHALL BE NO LATER THAN  3/26/2019,AAA material for AWWBSC,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34028105001,EXTINGUISHER FIRE TRIPLE DRY CHEMICAL 5 LB,,EXTINGUISHER FIRE TRIPLE DRY CHEMICAL 5 LB,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34028,"Fire Extinguishers, Rechargers, and Parts",FY23 Fire Extinguisher Services - Animal Center,FY23 Fire Extinguisher Services,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34028105001,EXTINGUISHER FIRE TRIPLE DRY CHEMICAL 5 LB,RC LN_____ QTY DEL____ P/F_____ B/O____ DEL DATE________,material needed at awgbsc,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
3402830,"EXTINGUISHER, FIRE, ABC MULTI-PURPOSE POWDER WITH",Valve Stem Qty:4@$6.50,Annual Fire Extinguisher Inspection -  Davis WTP,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
26054,"Models, Manikins, and Instructional Aids",HEADSKIN ASSEMBLY MCKELLY/ALS SIM 200-02850,Mannequin Repairs,339999,,9/26/24,All Other Miscellaneous Manufacturing,0.225,339990
34028120001,EXTINGUISHER FIRE ABC W/BRACKET 10 LB,Bracket for Fire Equipment at SAR,Bracket for Fire Equipment at SAR,339999,,9/25/24,All Other Miscellaneous Manufacturing,0.225,339990
34054,Gas Detection/Monitoring Equipment (Firemen),O2 sensor,Gas sensors,334290,,9/25/24,Other Communications Equipment Manufacturing,0.114,334290
89080,"Water Leak Detection System (Including Chemicals,",LD-12 water leak detectors,LD-12 water leak for pipe line ops-K. Platt,334519,,9/25/24,Other Measuring and Controlling Device Manufacturing,0.1,33451A
3451624,"DETECTORS, AIR/GAS LIQUID LEAK",JETEYE IR Adapter with USB connnector,WTP4 MSA SAFETY,334519,,9/25/24,Other Measuring and Controlling Device Manufacturing,0.1,33451A
3457999,SAFETY EQUIPMENT AND RELATED ITEMS (NOT OTHERWISE CLASSIFIED,"Portable gas detectors and equipment required for confined space entry. Pricing based on US Communities co-op contract.  Contract # 12-JLH-011C, expires 3/31/2019.",Portable gas detectors required for confined space entry.,339113,,9/25/24,Surgical Appliance and Supplies Manufacturing,0.17,339113
89855,Radiation Monitoring Equipment and Shielding Mater,"PR306-RADEYE RADIATION DETECTION EQMNT. GRANT FUNDED. CO-OPERATIVE PURCHASE.    1.  QTY: 2 EA, RADEYE SPRD-GN KIT, 4250813, PRICE:  $4875.00/EA  2.  QTY:  3 EA, RADEYE SPRD-GN, 4250812, PRICE:  $4148.00/EA  3.  QTY:  5 EA, RADEYE SPRD, 4250817, PRICE: $2427.00/EA  4.  QTY:  2 EA, DESKTOP HOLDER FOR RADEYE, 425067060, PRICE: $52.92/EA  5.  QTY:  10 EA, #150, PRICE:  $57.50/EA  6.  QTY:  10 EA, DOCKING STATION, 425067065, PRICE:  515.00/EA  7.  FREIGHT:  1 LOT CHARGE:  $150.00    HGAC BUY COOPERATIVE, CONTRACT # EP11-17, QUOTE DATED 2/8/18 PER DONN RODENROTH",Radeye Radiation Detection Equipment,334519,,9/25/24,Other Measuring and Controlling Device Manufacturing,0.1,33451A
801560,SERVICE AWARDS,"PR2013 - FOSSIL RETIREMENT WATCHES    1. ITEM# PR5332, FOSSIL BRAND SILVERTONE MENS WATCHES WITH A FULL COLOR IMPRINT ON THE DIAL, QTY: 25 @ $86.86/EA    REFERENCE AUSTINTATIOUS ADVERTISING QUOTE EMAIL FROM DEBI JONES 5/21/20",PR2013 - FOSSIL RETIREMENT WATCHES,453998,,9/26/24,All Other Miscellaneous Store Retailers (except Tobacco Stores),0.163,4B0000
22087,"Weather Instruments: Anemometers, Barographs, Baro","Digital Anemometer, Quote no. EP101411-351",Digital Anemometer,334519,,9/25/24,Other Measuring and Controlling Device Manufacturing,0.1,33451A
19568,"Time Clocks and Recorders, Accessories, and Parts",,Contract #TXMAS-5-36030-4,334519,,9/25/24,Other Measuring and Controlling Device Manufacturing,0.1,33451A
44546111001,LEVEL STR LINE TORPEDO SHAPED 9 IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 11/2/17,grainger material for Glen Bell warehouse,332993,,9/25/24,Ammunition (except Small Arms) Manufacturing,0.194,33299A
